施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無
いとうレディースクリニック,272051,大阪府,吹田市,34.779026,135.505951,06-6369-7333,http://ito-lc.com,565-0844,大阪府吹田市千里山霧が丘1-5-101,有,"平日 9:00-12:30、15:00-19:00
土曜 9:00-16:00",有
"医療法人社団公仁会
城クリニック",272051,大阪府,吹田市,34.759941,135.520294,06-6381-2281,http://www.jyo-clinic.jp,564-0031,大阪府吹田市元町26-10,有,"月～土曜 9:00-12:00
月曜 13:00-19:00
火・水・金曜 16:30-19:00",有
"医療法人琢生会
神田マタニティクリニック",272051,大阪府,吹田市,34.764431,135.489426,06-6330-1135,http://www.kanda-mc.com,564-0063,大阪府吹田市江坂町3丁目31-5,有,"月～金曜 9:00-12:00、17:00-19:00
土曜 9:00-12:00、14:00-16:00",有
"医療法人琢生会
神田マタニティクリニック分院",272051,大阪府,吹田市,34.756542,135.494934,06-6339-7241,http://www.kandaclinic.com,564-0053,"大阪府吹田市江の木町5-26
プラトゥビル3階",有,"月・火・水・金・土曜 9:30-13:00
月・金曜 14:30-16:30
月・水曜 17:30-20:00",有
"医療法人優美会
吉井クリニック",272051,大阪府,吹田市,34.760098,135.496902,06-6388-0110,http://www.yoshiiclinic.jp/,564-0051,"大阪府吹田市豊津町1-21
エサカ中央ビル5階",有,"月・火・水・金・土曜 10:00-13:00
月・火・水・金曜 15:00-19:00",有
加藤レディースクリニック,272051,大阪府,吹田市,34.803959,135.51445,06-6871-1010,http://www.kato-ladies.com,565-0862,"大阪府吹田市津雲台5丁目19-18
千里つくも医療ビル2階",有,"月・火・水・金・土曜 9:00-12:00
月・火・金曜 17:30-19:30",有
かまちレディースクリニック,272051,大阪府,吹田市,34.791775,135.509094,06-6170-9129,http://kamachi-ladies.com,565-0855,"大阪府吹田市佐竹台1丁目4-1
クリニックモール南千里 201号",有,"月・火・木・金曜 9:00-12:00、15:30-18:30
水・土曜 9:00-12:00",有
医療法人玉樹会 玉田レディースクリニック,272051,大阪府,吹田市,34.77626,135.537354,06-4860-6622,http://www.tamada-cl.com,564-0018,"大阪府吹田市岸部新町5-25
健都メディカルビル2階",有,"月・火・金曜 9:30-13:00、16:00-19:30
木曜 16:00-19:30
土曜 9:00-14:30",有
西田ヒロ子クリニック,272051,大阪府,吹田市,34.758106,135.500351,06-6380-1651,http://hiroko-clinic.jp,564-0063,"大阪府吹田市江坂町1丁目21-39-303
土泰第一ビル3階",有,"月～土曜 9:30-13:00
月・火・木・金曜 16:00-19:00",有
林田レディースクリニック,272051,大阪府,吹田市,34.759403,135.5168,06-4863-5773,ー,565-0874,"大阪府吹田市吉江台4丁目2-60
北千里医療ビル5階",有,"月・火・水・金曜 9:30-12:00、14:00-17:00
土曜 9:30-12:00",有
みさき医院,272051,大阪府,吹田市,34.775913,135.541168,06-6381-6022,ー,564-0011,大阪府吹田市岸部南2丁目1-6,有,"月・火・水・金曜
9:00-12:00、17:00-19:00
土曜 9:00-12:00",有
吉本婦人科クリニック,272051,大阪府,吹田市,34.765282,135.522598,06-6337-0260,http://www.yoshimoto-clinic.net,564-0082,"大阪府吹田市片山町1丁目3-5
シルバーマンションⅡ2階",有,"平日 9:00-12:30、16:00-17:00
土曜 9:00-13:00",有
医療法人 恵仁会 田中病院,272116,大阪府,茨木市,34.802143,135.567459,072-635-5831,info@tanaka-hsp.or.jp,567-0861,大阪府茨木市東奈良３－１６－３１,有,"平日 9:00～12:30 17:30～19:30
土曜 9:00～12:30",有
医療法人恒昭会 藍野病院,272116,大阪府,茨木市,34.69389,135.502045,072-627-7611,http://www.koshokai.or.jp/aino/,567-0011,大阪府大阪府茨木市高田町11番18号,有,"月（13：30～15：30）
水（ 9：00～12：00）
金（13：30～15：30）",有
医療法人和倉会 サンタマリア病院,272116,大阪府,茨木市,34.811714,135.570892,072-627-3459,st-main@santamaria-med.jp,567-0884,大阪府茨木市新庄町13-15,有,"月～土：9:00～12：00
月・火・木・金：14:00～17：00",無
"社会福祉法人恩賜財団大阪府支部
大阪府済生会茨木病院",272116,大阪府,茨木市,34.820595,135.556686,567-0035,https://www.ibaraki.saiseikai.or.jp/,567-0035,大阪府茨木市見付山2-1-45,有,"平日 9：00～17：00
土曜日 9：00～12：30
（第三土曜日を除く）",有
友紘会総合病院,272116,大阪府,茨木市,34.827789,135.526505,072-641-2488,http://www.yukoukai.com/,567-0058,大阪府茨木市西豊川町２５番１,有,"平日：9:00～17:00
土日祝：9:00～12：00",有
医療法人 大崎医院,272116,大阪府,茨木市,34.81591,135.573959,072-624-5087,www.osaki-clinic.net,567-0817,大阪府茨木市別院町７番３３号,有,"平日：9:00～12:30,17:00～19:30
水・土：午前のみ",有
医療法人 加藤産婦人科クリニック,273015,大阪府,三島郡島本町,34.878834,135.667694,075-962-3355,a-osan.com,618-0014,大阪府三島郡島本町水無瀬１丁目１４－１３,有,緊急時は２４時間,有
"医療法人輝
ジュンレディースクリニック千里丘",272248,大阪府,摂津市,34.789795,135.546173,06-6330-3203,http://www.jun-lc.com,566-0001,大阪府摂津市千里丘２丁目１５番１６号,有,２４時間,有
医療法人橘井会 江川産婦人科医院,272116,大阪府,茨木市,34.828644,135.585403,072-625-3675,egawa-lc.net,567-0801,大阪府茨木市総持寺２丁目１番５号,有,"月・水・金：9:00～12:00、17:00～19:30
火・木・土：9:00～12:00",有
医療法人稲風会 鈴木医院,272116,大阪府,茨木市,34.815102,135.567688,072-624-1113,http://suzuki-clinic.fm,567-0888,大阪府茨木市駅前３丁目５番２１号,有,"月～土：9:00～12:30
火・木・土：13:00～14:45
月・木・金：17:30～19:15",有
奥田産婦人科,272116,大阪府,茨木市,34.820007,135.577759,072-622-5253,www.okd-sanfujinka.com/index.html,567-0815,大阪府茨木市竹橋町１５番８号,有,"平日：9:00～12:00、17:00～20:00
土：9:00～12:00",有
きどレディースクリニック,272116,大阪府,茨木市,34.814224,135.576935,072-635-6366,―,567-0828,大阪府茨木市舟木町１５番６号,有,"月・火・木～土：9:00～12:30
月・水・金：16:30～18:30
火：15:00～17:30",有
学校法人関西医科大学関西医科大学総合医療センター,272094,大阪府,守口市,34.72834,135.556442,06-6992-1001,http://www.kmu.ac.jp/takii/,570-8507,大阪府守口市文園町１０番１５号,有,平日 8:30～11:30,有
医療法人慈心会栗林クリニック,272230,大阪府,門真市,34.73909,135.580612,06-6909-2060,http://Kuri-clinic.or.jp,571-0057,大阪府門真市元町４－５,有,"月水金 9:30～12:30 17:00～19:00
木土 9:30～12:30",有
医療法人飯藤産婦人科,272230,大阪府,門真市,34.740734,135.593491,06-6909-0815,http://iito.or.jp,571-0030,大阪府門真市末広町２－７,有,"平日 9:00～13:30 18:00～20:00
土 9:00～13:00",有
医療法人神谷産婦人科医院,272230,大阪府,門真市,34.734928,135.578568,06-6908-5156,http://kamiya-clinic.or.jp,571-0046,大阪府門真市本町２５番８号,有,"月火金 9:00～19:00
水 9:00～13:00 17:00～19:00
土 9:00～15:00",有
金子産婦人科,272230,大阪府,門真市,34.744057,135.593582,06-6901-3631,http://www.kanekolc.jp/,571-0068,大阪府門真市大倉町６番１４号,有,"月～土 9:00～12:00
月・水・金 14:00～17:00
火・木 17:00～19:00",有
桑名クリニック,272094,大阪府,守口市,34.725628,135.554993,06-6993-0785,http://www.moriguchi-med.or.jp/kuwana/,570-0076,大阪府守口市滝井西町１－５－５,有,"月火木金土 10:00～12:00 17:00～19:00
水 17:00～19:00",有
医療法人徳洲会 野崎徳洲会病院,272183,大阪府,大東市,34.71114,135.633606,072-874-1641,https://nozaki.tokushukai.or.jp/,５７４－００７４,大阪府大東市谷川２丁目１０番５０号,有,"月・火・水・金 9:00～17:00
木 9:00～12:00",有
医療法人仁久会 藤原産婦人科,272302,大阪府,交野市,34.791443,135.671021,072-892-0341,"http://www.asahi-net.or.jp/-td6y-
fjwr/profile.html",５７６－００４２,大阪府交野市梅が枝４４番３号,有,"月・火・木・金・土 9:00～12:00
月・火・金 17:30～19:30",有
医療法人はと産婦人科,272302,大阪府,交野市,34.771439,135.675293,072-891-4103,https://www.hatosanhujinka.jp/,５７６－００２２,大阪府交野市藤が尾４丁目３－１６,有,"月～金 9:00～12:00
月・火・木・金 17:00～20:00",有
天の川レディースクリニック,272302,大阪府,交野市,34.785515,135.67572,072-892-1124,http://amanogawa-ivf.com/,５７６－００４１,大阪府交野市私部西２丁目３番１５号,有,"予約制
月・火・水（第１、３）・金・土 9:30～12:15
月 16:30～19:15
金 16:30～18:15",有
医療法人 たかばたけウィメンズクリニック,272183,大阪府,大東市,34.702759,135.620407,072-873-6671,http://www.takabatake-cl.net/,５７４－００３３,大阪府大東市扇町４番１８号,有,"月～土 9:00～12:30
月・火・木・金 16:30～19:30",有
医療法人 小林医院 (HPには小林産婦人科ｸﾘﾆｯｸと記載),272183,大阪府,大東市,34.70961,135.61702,072-872-0268,http://www.kobayashi-clinic.or.jp/,５７４－００４６,大阪府大東市赤井2丁目2番20号,有,"２４時間対応可能。
ただし分娩がある場合は診察時間外不可の場合もある。",有
医療法人三和会 福田産婦人科医院,272299,大阪府,四條畷市,34.745148,135.640747,072-862-0621,http://www.fukuda-lc.com/,５７５－０００２,大阪府四條畷市岡山１丁目４－７,有,"月～土 9:00～12:00
月～金 18:00～20:00",有
ふくだクリニック,272299,大阪府,四條畷市,34.741364,135.642212,072-862-1156,http://web1.kcn.jp/dream/fukuda/,５７５－００５１,大阪府四條畷市中野本町８－３９,有,"月～土 8:30～12:00
月・木・金 16:30～19:30",有
江藤クリニック,272221,大阪府,羽曳野市,34.537632,135.609665,072-956-8881,,583-0861,大阪府羽曳野市西浦１２４２番６号,有,"月火水木金土 9:00～13:00
月火木金 17:00～20:00",有
いしどレディースクリニック,272221,大阪府,羽曳野市,34.572895,135.572998,072-959-7123,,583-0885,大阪府羽曳野市南恵我之荘１丁目１番２９号,有,"月火木土 8:30～13:00
水 8:30～12:00
月火水木 17:00～19:30",有
医療法人光仁幸会 西本産婦人科,272175,大阪府,松原市,34.575222,135.557693,072-331-0512,,580-0016,大阪府松原市上田３－７－２５,有,"月火水金土 9:00～12:00
月火水金 16:30～19:30",有
医療法人平成会平松産婦人科クリニック,272264,大阪府,藤井寺市,34.571159,135.597458,072-955-8881,,583-0024,大阪府藤井寺市藤井寺１－６－１,有,"月火水木金土 9:00～13:00
月火木金 17:00～20:00",有
医療法人 船内クリニック,272264,大阪府,藤井寺市,34.570221,135.599548,072-955-0678,,583-0024,大阪府藤井寺市藤井寺１－９－８,有,"月火水木金 9:00～12:00
月火水木 17:00～19:00",有
岡本産婦人科医院,272213,大阪府,柏原市,34.586609,135.623947,072-972-1110,,582-0006,大阪府柏原市清洲２丁目３－４１,有,"月火水金土 9:30～12:00
月火水金 14:00～18:00",有
市立柏原病院,272213,大阪府,柏原市,34.59251,135.624359,072-972-0885,http://www.hospital-kashiwara-osaka.jp/,582-0005,大阪府柏原市法善寺1-7-9,有,平日9：00－16：00,有
PL病院,272140,大阪府,富田林市,34.512039,135.589111,0721-24-3100,http://www.plhospital.or.jp,584-8585,大阪府富田林市新堂2204,有,24時間,有
独立行政法人国立病院機構 大阪南医療センター,272167,大阪府,河内長野市,34.472267,135.571899,0721-53-5761,https://osakaminami.hosp.go.jp/,586-8521,大阪府河内長野市木戸東町2番1号,有,平日8:30-11:00,無
医療法人てらにしレディースクリニック,272310,大阪府,大阪狭山市,34.515892,135.547882,072-367-0666,http://www.teranishiladiesclinic.com/,589-0008,大阪府大阪狭山市池尻自由丘1丁目2-1,有,"月～土9:00-12:00
月～木土14:00-16:00
月木17:00-19:00",有
医療法人英駿会斉藤ウィメンズクリニック,272140,大阪府,富田林市,34.499725,135.561554,0721-40-1151,http://www.saitou-womens-clinic.com/,584-0074,大阪府富田林市久野喜台1-17-8,有,"月火水金9:00-12:30、17:00-19:30
木土9:00-12:30",有
医療法人澤井産婦人科澤井レディースクリニック,272140,大阪府,富田林市,34.522629,135.610016,0721-26-3001,http://www.sawai-ladies-clinic.com,584-0005,大阪府富田林市喜志町3-1-22,有,24時間,有
医療法人典彰会あやレディースクリニック,272140,大阪府,富田林市,34.494843,135.577286,0721-28-1088,http://www.aya-ladies.com,584-0086,大阪府富田林市津々山台2丁目10-1-101,有,"月火木8:30-12:00、16:30-19:30
金土8:30-12:00",有
たけい産婦人科クリニック,272140,大阪府,富田林市,34.504894,135.574997,0721-28-4103,,584-0071,大阪府富田林市藤沢台1-4-1,有,"平日9:30-21:30、17:00-19:30
土9:30-13:00",有
ナカノレディスクリニック,272167,大阪府,河内長野市,34.467018,135.561111,0721-53-1635,,586-0091,大阪府河内長野市北貴望ヶ丘3-20,有,"月水金9:00-12:00、17:00-20:00
火土9:00-12:00",有
"医療法人
老木レディスクリニック２",272191,大阪府,和泉市,34.447407,135.449142,0725-51-0111,http://oiki.jp,594-1157,大阪府和泉市あゆみ野一丁目４番１号,有,平常外来診察時間内,有（院内処方）
清水産婦人科医院,272191,大阪府,和泉市,34.502937,135.450485,0725-43-5410,,594-0013,"大阪府和泉市鶴山台2丁目1番地
3号棟104号",有,診療時間内,有
ふみのレディースクリニック,272191,大阪府,和泉市,34.460056,135.456863,0725-56-7031,http://www.fumino-lc.com,594-0041,"大阪府和泉市いぶき野五丁目1-2
ＰＩＶＯ和泉中央２Ｆ",有,"月・火・木・金・土
AM9:30～11:30 PM15:00～17:30
※土曜日AMのみ 水・日・祝休診",有
まんだいレディースクリニック,272191,大阪府,和泉市,34.487183,135.422806,0725-40-6088,,594-0076,"大阪府和泉市肥子町１丁目１０－３７
みどりビル３F",有,"平日9:00～12:30 16:00～18:30
木・土 9:00～12:30",有
"医療法人蒼鷹会
川島クリニック",272060,大阪府,泉大津市,34.500591,135.414261,0725-23-5600,http://kawashimaclinic.jp,595-0024,大阪府泉大津市池浦町四丁目5番41号,有,"月火金9:15～12:00 16:00～18:00
水木土 9:15～12:00",有
清水レディースクリニック,272060,大阪府,泉大津市,34.503788,135.40947,0725-20-0170,,595-0026,大阪府泉大津市東雲町３－８,有,"9:00～12:00 17:00～19:00
水曜休診 土曜9:00～12:00",有
"医療法人
沢田レディースクリニック",272256,大阪府,高石市,34.522316,135.429428,072-267-5200,http://www.sawada-ladies.com/,592-0005,大阪府高石市千代田1丁目26番19号,有,"平日(水以外)
9:00～12:00 17:00～19:00
土曜日 9:00～12:00",有
医療法人育佑会石田医院,272256,大阪府,高石市,34.535686,135.44194,072-261-1313,http://www.ishida-iin.com/,592-0002,大阪府高石市羽衣１丁目１０番１１号,有,"（月・火・水・金）9:00～12:00，16:30～19:30
（土）9:00～12:00",有
八木レディースクリニック,273414,大阪府,泉北郡忠岡町,34.489357,135.399887,0725-20-0312,"http://www.yagi-lc,com",595-0805,大阪府泉北郡忠岡町忠岡東1丁目22番39号,有,"月火水金土：9:00～12:00
月火水金:16:00～18:30",有
泉大津市立病院,272060,大阪府,泉大津市,34.501469,135.413239,0725-32-5622,http://www.hosp-ozu-osaka.jp,595-0027,大阪府泉大津市下条町16-1,有,平日8:30～16:30,有
"社会医療法人啓仁会
咲花病院",272191,大阪府,和泉市,34.454762,135.459976,0725-55-1919,http://www.sakibana.or.jp/,594-1105,大阪府和泉市のぞみ野1-3-30,有,"平日 9:00～17:00
土曜日 9:00～12:00",有
市立貝塚病院,272086,大阪府,貝塚市,34.449715,135.360535,072-422-5865,ー,597-0015,大阪府貝塚市堀3丁目10番20号,有,"受付時間:
平日8：30－15：00 土曜日8：30-11：00
診療時間:
平日9：00－17：00 土曜日9：00－12：00",有
市立岸和田市民病院,272027,大阪府,岸和田市,34.46122,135.395996,072-445-1000,http://www.kishiwada-hospital.com/,596-8501,大阪府岸和田市額原町1001,有,24時間可,有
"医療法人秋桜会
おさきマタニティクリニック",272086,大阪府,貝塚市,34.450848,135.36499,072-423-1103,https://www.osaki-mc.com/,597-0015,大阪府貝塚市堀2丁目19番15号,有,診察時間内,有
あかね・レディースクリニック,272086,大阪府,貝塚市,34.430119,135.364792,072-436-3541,https://www.akane-lc.com/,597-0082,大阪府貝塚市石才552,有,24時間,有
久松マタニティｰクリニック,272027,大阪府,岸和田市,34.458637,135.378159,072-422-3006,https://www.hisamatsu-hp.org,596-0076,大阪府岸和田市野田町1-11-1,有,"平日 9:00-12:00
土曜日 9:00-12:00
水・金曜日 17:30-19:30",有
浦川産婦人科,272027,大阪府,岸和田市,34.464813,135.404861,072-445-0525,-,596-0821,大阪府岸和田市小松里町461-9,有,"平日8:50-12:50/16:50-19:50
土曜8:50-12:50",有
岸和田徳洲会病院,272027,大阪府,岸和田市,34.472023,135.392456,072-445-9915,https://kishiwada.tokushukai.or.jp,596-8522,大阪府岸和田市加守町4-27-1,有,"平日8：00－16：30
土曜日8：00－11：30",有
医療法人定生会 谷口病院,272132,大阪府,泉佐野市,34.411015,135.314377,072-463-3232,https://www.taniguchi-hp.org/,598-0043,大阪府泉佐野市大西1-5-20,有,２４時間,有
医療法人 笠松産婦人科・小児科,272329,大阪府,阪南市,34.357517,135.245819,072-471-3222,http://www.kasamatsu-sanfujinka.or.jp/,599-0211,大阪府阪南市鳥取中192-2,有,診察時間内,有
みむらレディースケアクリニック,273619,大阪府,泉南郡熊取町,34.403961,135.356445,072-451-0377,https://mimura-lcc.com/,590-0451,大阪府泉南郡熊取町野田3-353-4,有,"平日 9:00-12:00 17:00-19:00
土曜 9:00-12:00",有
辻レディースクリニック,272329,大阪府,阪南市,34.360325,135.241806,072-470-0125,http://tsuji-clinic.info/,599-0203,"大阪府阪南市黒田590
サンギャラリー2F",有,"月,水,金 9:00-12:00 16:00-19:00
火,土,日 9:00-12:00",有
"医療法人きらめき会
ながまつレディースクリニック",272329,大阪府,阪南市,34.349743,135.231339,072-472-3788,https://www.ladies-clinic.jp/,599-0204,大阪府阪南市鳥取628-1,有,"基本：診察時間内
その他の時間要連絡",有
医療法人井阪会 レオゲートタワーレディースクリニック,272132,大阪府,泉佐野市,34.41449,135.295395,072-460-2800,https://lglc.jp/,598-0048,"大阪府泉佐野市りんくう往来北1
りんくうゲートタワービル18階",有,"平日,土,祝日 9:00-12:30
月,火,木,金 16:30⊶19:30",有
愛染橋病院,271110,大阪府,大阪市浪速区,34.657345,135.505142,06-6633-2801,http://www.aizenen.or.jp/byouin/,556-0005,大阪府大阪市浪速区日本橋5-16-15,有,"平日8：30～15：00
土曜日8：30～11：00",有
奥野病院,271195,大阪府,大阪市阿倍野区,34.644394,135.523254,06-6719-2200,http://www.okuno.abeno.osaka.jp,545-0001,大阪府大阪市阿倍野区天王寺町北2-31-4,有,"月～土：9:00-12:00
金17:00-19:00",有
大阪府済生会中津病院,271276,大阪府,大阪市北区,34.708492,135.496109,06-6372-0333,http://www.nakatsu.saiseikai.or.jp/,530-0012,大阪府大阪市北区芝田2-10-39,有,平日9：00-17：00,有
社会医療法人愛仁会 千船病院,271136,大阪府,大阪市西淀川区,34.700584,135.442535,06-6471-9541,https://www.chibune-hsp.jp/,555-0034,大阪府大阪市西淀川区福町3-2-39,有,平日 9：00～17：00,無
"地方独立行政法人大阪府立病院機構
大阪急性期・総合医療センター",,大阪府,大阪市,34.616692,135.503952,06-6692-1201,https://www.gh.opho.jp/,558-8558,大阪府大阪市住吉区万代東３－１－５６,有,"平日（通常）：8:30～11:00
平日（緊急)：11:00～17:00
平日（時間外）：17:00～翌日9:00
休診日：9:00～翌日9:00",有
大阪暁明館病院,271047,大阪府,大阪市此花区,34.684116,135.465439,06-6462-0261,http://www.gyoumeikan.or.jp/,554-0012,大阪府大阪市此花区西九条5-4-8,有,"平日8:30-15:00
土8:30-11:30",有
大阪市立十三市民病院,271233,大阪府,大阪市淀川区,34.729,135.476791,06-6150-8000,http://www.osakacity-hp.or.jp/juso/,532-0034,大阪府大阪市淀川区野中北2-12-27,有,平日8:45～17:15,無
"医療法人飯島会
産科婦人科飯島病院",271284,大阪府,大阪市中央区,34.669903,135.507126,06-6211-4114,https://www.iijima-hospital.or.jp/,542-0082,大阪府大阪市中央区島之内2-15-4,有,"平日 9：00～13：00 17：00～20：00
土曜 9：00～13：00",有
医療法人愛賛会浜田病院,271268,大阪府,大阪市平野区,34.606377,135.551132,06-6708-7200,http://www.hamada.or.jp,547-0024,大阪府大阪市平野区瓜破1-6-9,有,"月～土9:00-11:30
月～土14:00-15:30
水17:00-19:00",有
なにわ生野病院,271110,大阪府,大阪市浪速区,34.652733,135.497513,06-6632-9915,http://koudoukai.or.jp/naniwa-hp/,556-0014,大阪府大阪市浪速区大国1丁目10-3,有,火・金曜日9：00～12：00、水・金曜日14：00～17：00,無
"社会医療法人 協和会
加納総合病院",271276,大阪府,大阪市北区,34.712612,135.511505,06-6351-5381,http://www.heartfull.or.jp/,531-0041,大阪府大阪市北区天神橋7-5-15,有,月・火・水・木・金 9:00-11:30,有
関西電力病院,271039,大阪府,大阪市福島区,34.69276,135.487488,06-6458-5821,https://kanden-hsp.jp/,553-0003,大阪府大阪市福島区福島２－１－７,有,"平日 9:00～17:00
夜間および土・日・祝の当直帯においては
当直医により専門領域が異なるため事前に電話確認要。",有
医療法人国崇会北中レディースクリニック,271276,大阪府,大阪市北区,34.699486,135.495316,06-6348-1404,https://kitanaka-ladies.net/,530-0001,"大阪府大阪市北区梅田２丁目２番２号
ヒルトンプラザウエスト４Ｆ",有,"月水木金土祝11:00－13:30
月火水木金土祝15:00－20:00",有
志村ウィメンズクリニック,271276,大阪府,大阪市北区,34.702766,135.49939,06-6316-1132,http://www.shimura-wc.com/,530-0017,"大阪府大阪市北区角田町８番４７号
阪急グランドビル２２階",有,"月火水木金土 9:00－12:30
月火水金 16:00－19:30",有
ふくだあやレディースクリニック・ひろつぐ出生前診断クリニック,271276,大阪府,大阪市北区,34.698467,135.513901,06-6354-0088,info@fukuda-aya.com,530-0038,"大阪府大阪市北区紅梅町１番６号
カザリーノビル１階",有,平日土日10:00－18:00,有
東梅田かなもりクリニック,271276,大阪府,大阪市北区,34.702034,135.502609,06-6755-4501,https://www.umeda-gyne.com/,530-0051,"大阪府大阪市北区太融寺町６番８号
阪急産業ウメダビル９階",有,"月水木金13:00－16:00、17:30－21:00
火17:30－21:00 土15:00－19:00
日祝13:00－17:00",有
医療法人 ケイズ会 茶屋町レディースクリニック,271276,大阪府,大阪市北区,34.705994,135.498901,06-6359-7771,https://www.chayamachi.net/,530-0013,"大阪府大阪市北区茶屋町２番１９号
ＪＰＲ茶屋町ビル４Ｆ",有,"平日10:00-13:00 15:00-19:30
土日10:00-14:00
水曜午前、祝休診",有
医療法人ケイズ会 茶屋町レディースクリニック分院,271276,大阪府,大阪市北区,34.706951,135.49855,06-6375-7772,https://annex.chayamachi.net/,530-0013,"大阪府大阪市北区茶屋町１２番６号
エスパシオン梅田ビル７階",有,"平日10:00－13:00 15:00ー19:30
土10:00－14:00 金・日・祝休診",有
南森町レディースクリニック,271276,大阪府,大阪市北区,34.697189,135.513199,06-6356-2824,http://mm-clinic.net/,530-0041,"大阪府大阪市北区天神橋２丁目５番２５号
若杉グランドビル本館１階",有,"平日10:00－19:00
土祝10:00－14:00
（木曜日 休診）",有
医療法人 天神橋ゆかこレディースクリニック,271276,大阪府,大阪市北区,34.709515,135.510941,06-6314-6651,https://ten-lc.com/,530-0041,"大阪府大阪市北区天神橋６－６－１１
エレガントビル大阪２F",有,"平日9:30－13:00 15:00－18:00
土水9:30－13:00",有
いわいレディースクリニック,271276,大阪府,大阪市北区,34.705822,135.511398,06-6882-8686,http://www.iwai-lc.com/,530-0041,"大阪府大阪市北区天神橋４丁目１１番６号
ミクシィーワンビル３階",有,"月－土9:30－13:30
月火水金17:00－19:00",有
川島産婦人科クリニック,271276,大阪府,大阪市北区,34.708614,135.511795,066351-2374,http://www.kawashima-lc.net/,530-0041,大阪府大阪市北区天神橋５丁目５番２３号,有,24時間,有
医療法人聖誕会 うめだファティリティークリニック,271276,大阪府,大阪市北区,34.709988,135.497299,06-6371-0363,https://umeda-fc.org/,531-0072,大阪府大阪市北区豊崎３丁目１７番６号,有,平日9:30－11:30 13:30－15:00,有
まつおかレディースクリニック,271276,大阪府,大阪市北区,34.709518,135.496368,06-6377-8601,https://matsuoka-lcl.com/,531-0072,"大阪府大阪市北区豊崎３丁目２０番１０号
大明ビル２Ｆ",有,"平日9:30－18:30
土9:00－12:00",
